respondent_id,persona,lead_label,q1_role,q2_org_type,q3_fleet_size,q4_experience_years,q5_location,q6_maintenance_strategy,q7_aog_per_month,q8_annual_mro_spend,annual_spend_usd,q9_engines_apu,q9_landing_gear,q9_avionics,q9_hydraulics,q9_airframe_fuselage,q9_cabin_environmental,q9_fuel_systems,q9_electrical,q10_iot_sensors,q10_acars_qar_analysis,q10_ai_ml_analytics,q10_digital_twin,q10_cloud_mro_software,q10_erp_sap,q10_none,q11_digital_maturity,q12_main_barrier,q13_real-time_alerts,q13_rul_prediction,q13_digital_twin,q13_auto_work_orders,q13_parts_inventory_forecasting,q13_fleet_health_ranking,q13_compliance_reporting,q13_api_erp_integration,q14_deployment_pref,q15_budget_per_aircraft,budget_per_aircraft_usd,q16_pricing_model,q17_decision_maker,q18_procurement_cycle,q19_engine_health_kit,q19_structural_health_kit,q19_avionics_module,q19_ai_analytics_dashboard,q19_digital_twin,q19_compliance_reporting,q19_parts_inventory_optimizer,q19_training_&_onboarding,q20_reduce_aog,q20_extend_component_life,q20_lower_mro_cost,q20_improve_dispatch,q20_regulatory_compliance,q20_parts_inventory_control,q20_reduce_oem_dependency,q21_current_tool_satisfaction,q22_switching_likelihood,q23_aircraft_type,q24_survey_source,q26_attitude_early_adopter,q26_attitude_wait_for_peers,q26_attitude_cost_over_safety,q26_attitude_leadership_champ,q26_attitude_switch_for_ai,q27_airbus_skywise,q27_boeing_analytx,q27_ge_aviation_digital,q27_rr_intelligentengine,q27_lufthansa_aviatar,q27_amos_ramco,q27_none,q27_not_aware,q28_vendor_satisfaction,q29_data_comfort,q30_uae_gcc_data_residency,q30_data_repatriation_on_exit,q30_no_ai_training_on_our_data,q30_iso27001_soc2,q30_gcaa_easa_compliance,q30_end-to-end_encryption,q30_on-prem_option,q30_none_-_trust_saas,q31_min_roi,q32_approval_metric
UAE-0040,Tech_Forward_Carrier,Warm,Procurement/Finance,Defence/government,11-30,11-20 years,Dubai,Full predictive + digital twin,6-10,<$500K,184047,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,7,Legacy integration,1,1,0,0,1,0,0,0,Full cloud (SaaS),$3K-$8K,3481,Per-aircraft/year,C-Suite,6-12 months,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,4,7,Airbus wide (A330/A350/A380),LinkedIn/social media,5,2,4,3,3,1,1,1,0,0,0,0,0,No platform,7,0,0,0,1,0,1,0,0,2x,Dispatch reliability %
UAE-0041,Tech_Forward_Carrier,Exploring,Procurement/Finance,Low-cost carrier,200+,20+ years,Dubai,Predictive (some AI),6-10,>$50M,79320736,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,6,Regulatory concerns,1,1,1,0,0,0,0,0,Full cloud (SaaS),$3K-$8K,3453,Per-aircraft/year,C-Suite,3-6 months,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,6,2,Airbus narrow (A320),Word of mouth,5,2,2,4,3,1,0,1,0,1,0,0,0,Satisfied but expensive,7,1,0,0,0,1,1,0,1,3x in 12 months,Unscheduled maintenance reduction
UAE-0042,Tech_Forward_Carrier,Hot,Director/VP Operations,Low-cost carrier,31-80,11-20 years,Abu Dhabi,Condition-based,0,$500K-$2M,1429089,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,7,Regulatory concerns,1,1,0,0,1,0,0,0,On-premise,$3K-$8K,5999,Hardware lease + software,Procurement/Finance,1-3 months,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,2,7,Airbus narrow (A320),Aviation publication,4,1,2,3,5,0,0,1,0,0,0,0,0,No platform,7,1,0,0,1,1,1,0,0,3x in 12 months,Unscheduled maintenance reduction
UAE-0043,Tech_Forward_Carrier,Warm,C-Suite,Low-cost carrier,31-80,6-10 years,Dubai,Predictive (some AI),3-5,$10M-$50M,26851235,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,9,High upfront cost,0,1,1,0,0,0,1,0,Full cloud (SaaS),$1K-$3K,1959,Per-aircraft/year,IT/Digital lead,<1 month,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,4,7,Airbus wide (A330/A350/A380),LinkedIn/social media,5,1,2,4,2,1,0,1,0,0,1,0,0,No platform,5,1,0,0,0,1,0,0,0,2x,AOG reduction %
UAE-0044,Tech_Forward_Carrier,Hot,Director/VP Operations,Commercial airline (full-service),81-200,11-20 years,Dubai,Condition-based,6-10,$10M-$50M,36150934,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,No barriers,1,1,1,0,0,0,0,0,Full cloud (SaaS),$3K-$8K,5253,Fixed monthly SaaS,Head of Maintenance/CAMO,1-3 months,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,4,8,Boeing wide (B777/B787),LinkedIn/social media,5,3,2,4,3,0,0,1,1,0,0,0,0,Dissatisfied - hard to integrate,8,0,0,0,0,0,1,0,0,1.5x,Dispatch reliability %
UAE-0045,Tech_Forward_Carrier,Warm,Fleet/Maintenance Manager,Charter/private aviation,11-30,11-20 years,Other GCC,Full predictive + digital twin,3-5,$500K-$2M,1108184,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,7,Regulatory concerns,0,1,1,1,0,0,0,0,No preference,<$1K,441,Hardware lease + software,Head of Maintenance/CAMO,6-12 months,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,3,8,Airbus narrow (A320),Word of mouth,5,2,4,4,3,1,1,0,1,0,0,0,0,Dissatisfied - hard to integrate,10,0,0,0,1,1,1,0,1,2x,Unscheduled maintenance reduction
UAE-0046,Tech_Forward_Carrier,Hot,C-Suite,Low-cost carrier,31-80,11-20 years,Dubai,Condition-based,1-2,$2M-$10M,6485019,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,7,Legacy integration,1,0,1,0,0,1,0,0,Full cloud (SaaS),$8K-$20K,13520,Fixed monthly SaaS,IT/Digital lead,<1 month,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,6,Airbus narrow (A320),Word of mouth,5,3,2,5,4,1,0,1,0,1,1,0,0,Satisfied but expensive,7,1,0,1,0,1,1,0,0,Strategic value,Cost saved per aircraft/yr
UAE-0047,Tech_Forward_Carrier,Hot,C-Suite,Aircraft leasing,81-200,11-20 years,Dubai,Scheduled/calendar,1-2,$10M-$50M,27334227,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,10,High upfront cost,0,1,1,1,0,0,0,0,Hybrid,$3K-$8K,5548,Per-aircraft/year,Joint committee,1-3 months,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,8,Airbus wide (A330/A350/A380),Industry event,4,2,2,4,5,1,0,0,0,1,0,0,0,Very satisfied,8,1,1,0,0,0,1,0,0,3x in 12 months,Cost saved per aircraft/yr
UAE-0048,Tech_Forward_Carrier,Warm,C-Suite,Commercial airline (full-service),81-200,6-10 years,Dubai,Predictive (some AI),1-2,>$50M,64002503,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,9,Legacy integration,1,1,0,1,0,0,0,0,Hybrid,$1K-$3K,2270,Per-aircraft/year,IT/Digital lead,<1 month,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,2,7,Boeing narrow (B737),Word of mouth,4,2,2,3,3,1,0,1,0,0,0,0,0,Dissatisfied - poor support,7,1,1,1,0,0,1,0,0,Strategic value,Cost saved per aircraft/yr
UAE-0049,Tech_Forward_Carrier,Warm,IT/Digital Lead,Charter/private aviation,11-30,6-10 years,Other GCC,Full predictive + digital twin,1-2,$2M-$10M,6233750,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,7,Lack data expertise,1,1,0,1,0,0,0,0,Full cloud (SaaS),$8K-$20K,15609,Outcome-based,Head of Maintenance/CAMO,1-3 months,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,6,Boeing narrow (B737),Aviation publication,3,1,3,4,4,1,0,1,1,0,0,0,0,Dissatisfied - poor accuracy,9,0,0,1,0,0,1,1,1,3x in 12 months,AOG reduction %
UAE-0050,Tech_Forward_Carrier,Warm,Fleet/Maintenance Manager,Commercial airline (full-service),31-80,20+ years,Sharjah/Northern Emirates,Condition-based,3-5,<$500K,228366,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,10,No barriers,1,1,1,0,0,0,0,0,Hybrid,$8K-$20K,11153,Pay-per-insight,Procurement/Finance,3-6 months,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,5,8,Airbus narrow (A320),Word of mouth,2,1,3,4,4,1,1,1,1,0,0,0,0,Dissatisfied - hard to integrate,6,1,0,1,1,1,1,0,0,3x in 12 months,AOG reduction %
UAE-0051,Tech_Forward_Carrier,Hot,Fleet/Maintenance Manager,Commercial airline (full-service),31-80,6-10 years,Sharjah/Northern Emirates,Predictive (some AI),10+,$10M-$50M,30389654,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,8,No barriers,0,1,0,1,1,0,0,0,No preference,$3K-$8K,6656,Outcome-based,IT/Digital lead,<1 month,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,3,8,Airbus narrow (A320),LinkedIn/social media,4,1,2,5,4,1,0,0,0,1,1,0,0,Dissatisfied - poor accuracy,8,1,0,0,0,0,0,0,0,1.5x,Component lifespan extension
UAE-0052,Tech_Forward_Carrier,Hot,IT/Digital Lead,Commercial airline (full-service),11-30,11-20 years,Abu Dhabi,Predictive (some AI),3-5,$500K-$2M,1639137,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,10,Lack data expertise,1,1,1,0,0,0,0,0,Full cloud (SaaS),$3K-$8K,5177,Per-aircraft/year,C-Suite,1-3 months,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,5,7,Airbus narrow (A320),LinkedIn/social media,3,1,1,4,4,0,1,0,0,0,0,0,0,Dissatisfied - hard to integrate,10,0,1,1,1,1,1,0,0,3x in 12 months,Unscheduled maintenance reduction
UAE-0053,Tech_Forward_Carrier,Hot,C-Suite,Independent MRO,31-80,6-10 years,Dubai,Predictive (some AI),0,$2M-$10M,6294234,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,8,Legacy integration,1,0,1,0,1,0,0,0,Full cloud (SaaS),$3K-$8K,6321,Per-aircraft/year,Head of Maintenance/CAMO,3-6 months,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,8,Airbus wide (A330/A350/A380),LinkedIn/social media,5,1,3,5,4,1,1,1,0,0,0,0,1,No platform,8,1,0,0,0,0,1,0,1,3x in 12 months,Cost saved per aircraft/yr
UAE-0054,Tech_Forward_Carrier,Warm,IT/Digital Lead,Low-cost carrier,31-80,20+ years,Abu Dhabi,Condition-based,6-10,$2M-$10M,8043623,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,9,Legacy integration,1,1,1,0,0,0,0,0,On-premise,$1K-$3K,2089,Per-aircraft/year,C-Suite,1-3 months,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,4,5,Boeing narrow (B737),Email invite,5,1,3,4,4,1,0,1,0,0,0,0,0,Dissatisfied - poor accuracy,8,1,1,0,1,1,1,1,0,3x in 12 months,AOG reduction %
UAE-0055,Tech_Forward_Carrier,Warm,Director/VP Operations,Commercial airline (full-service),31-80,2-5 years,Abu Dhabi,Full predictive + digital twin,6-10,$10M-$50M,34668929,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,8,Legacy integration,1,0,1,0,1,0,0,0,On-premise,$1K-$3K,1902,Fixed monthly SaaS,IT/Digital lead,3-6 months,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,3,5,Airbus wide (A330/A350/A380),LinkedIn/social media,4,2,2,5,5,1,1,0,0,0,0,0,0,Dissatisfied - hard to integrate,8,1,1,1,1,0,0,0,1,Strategic value,AOG reduction %
UAE-0056,Tech_Forward_Carrier,Hot,MRO Engineer/Technician,Aircraft leasing,31-80,2-5 years,Dubai,Scheduled/calendar,0,$2M-$10M,7689116,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,8,Legacy integration,1,1,1,0,0,0,0,0,Full cloud (SaaS),$3K-$8K,4267,Per-aircraft/year,Head of Maintenance/CAMO,3-6 months,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,10,Airbus narrow (A320),LinkedIn/social media,5,2,3,4,5,0,0,0,0,1,0,0,0,Dissatisfied - poor support,7,0,0,0,1,0,1,1,1,3x in 12 months,Audit pass rate
UAE-0057,Tech_Forward_Carrier,Warm,Fleet/Maintenance Manager,Commercial airline (full-service),200+,11-20 years,Dubai,Full predictive + digital twin,1-2,$2M-$10M,6098455,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,9,Regulatory concerns,1,1,1,0,0,0,0,0,On-premise,>$20K,30424,Per-aircraft/year,C-Suite,3-6 months,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,5,5,Airbus wide (A330/A350/A380),Industry event,5,3,3,5,4,0,1,0,0,0,0,1,0,Dissatisfied - hard to integrate,6,1,0,1,1,1,1,0,0,3x in 12 months,AOG reduction %
UAE-0058,Tech_Forward_Carrier,Warm,Director/VP Operations,Independent MRO,31-80,2-5 years,Dubai,Predictive (some AI),1-2,$500K-$2M,1226414,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,9,Regulatory concerns,1,1,1,0,0,0,0,0,Full cloud (SaaS),$3K-$8K,6583,Per-aircraft/year,IT/Digital lead,6-12 months,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,2,8,Airbus wide (A330/A350/A380),LinkedIn/social media,4,2,2,3,5,0,1,1,0,0,0,0,0,Very satisfied,7,1,1,1,1,1,0,0,0,ROI not primary,Cost saved per aircraft/yr
UAE-0059,Tech_Forward_Carrier,Warm,Procurement/Finance,Low-cost carrier,11-30,<2 years,Sharjah/Northern Emirates,Predictive (some AI),6-10,$2M-$10M,4839035,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,7,Regulatory concerns,1,1,1,0,0,0,0,0,Full cloud (SaaS),>$20K,26307,Per-aircraft/year,Head of Maintenance/CAMO,1-3 months,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,7,6,Airbus narrow (A320),LinkedIn/social media,3,2,2,2,4,1,0,0,0,0,1,0,0,Dissatisfied - poor accuracy,7,1,0,1,1,1,1,0,0,2x,AOG reduction %
UAE-0060,Tech_Forward_Carrier,Warm,Director/VP Operations,Low-cost carrier,31-80,6-10 years,Dubai,Predictive (some AI),6-10,$10M-$50M,33132928,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,10,Legacy integration,1,1,1,0,0,0,0,0,Full cloud (SaaS),$3K-$8K,6615,Hardware lease + software,Joint committee,1-3 months,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,4,5,Boeing narrow (B737),Industry event,5,2,3,4,4,0,1,0,0,0,0,0,0,Dissatisfied - poor accuracy,7,1,0,1,0,0,1,0,0,ROI not primary,Unscheduled maintenance reduction
UAE-0061,Tech_Forward_Carrier,Hot,MRO Engineer/Technician,Low-cost carrier,31-80,2-5 years,Dubai,Scheduled/calendar,3-5,<$500K,228487,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,8,Cybersecurity,1,1,0,0,0,0,0,1,Hybrid,$3K-$8K,5467,Fixed monthly SaaS,Joint committee,3-6 months,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,2,7,Airbus wide (A330/A350/A380),LinkedIn/social media,4,2,4,2,5,0,1,1,1,0,0,0,0,Dissatisfied - hard to integrate,9,0,0,0,1,0,0,0,0,1.5x,Cost saved per aircraft/yr
UAE-0062,Tech_Forward_Carrier,Hot,IT/Digital Lead,Commercial airline (full-service),81-200,6-10 years,Abu Dhabi,Scheduled/calendar,1-2,>$50M,51674359,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,8,No barriers,1,1,0,0,1,0,0,0,No preference,>$20K,26127,Fixed monthly SaaS,Procurement/Finance,3-6 months,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,7,Airbus wide (A330/A350/A380),Industry event,3,3,3,5,5,1,0,0,0,0,0,0,0,Dissatisfied - poor support,6,1,0,0,0,1,0,0,0,Strategic value,Cost saved per aircraft/yr
UAE-0063,Tech_Forward_Carrier,Hot,C-Suite,Defence/government,31-80,11-20 years,Outside GCC,Condition-based,1-2,$500K-$2M,1151652,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,9,Cybersecurity,1,1,0,0,0,0,1,0,Hybrid,$3K-$8K,4290,Outcome-based,IT/Digital lead,1-3 months,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,4,8,Airbus wide (A330/A350/A380),LinkedIn/social media,4,2,3,4,5,1,0,1,0,1,1,0,0,Dissatisfied - poor accuracy,6,0,0,1,1,1,1,1,0,1.5x,Cost saved per aircraft/yr
UAE-0064,Tech_Forward_Carrier,Hot,Director/VP Operations,Independent MRO,11-30,2-5 years,Abu Dhabi,Predictive (some AI),3-5,$500K-$2M,1365487,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,9,No barriers,1,0,1,1,0,0,0,0,Hybrid,$8K-$20K,13219,Fixed monthly SaaS,C-Suite,6-12 months,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,3,6,Airbus narrow (A320),Word of mouth,5,2,2,5,4,1,0,0,1,1,1,0,0,Very satisfied,5,0,1,1,1,0,0,0,1,ROI not primary,Dispatch reliability %
UAE-0065,Tech_Forward_Carrier,Hot,Director/VP Operations,Defence/government,11-30,6-10 years,Other GCC,Predictive (some AI),0,$500K-$2M,958132,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,9,Legacy integration,0,0,0,1,0,1,1,0,Hybrid,<$1K,384,Per-aircraft/year,Joint committee,3-6 months,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,5,5,Airbus wide (A330/A350/A380),LinkedIn/social media,5,2,2,4,4,0,0,1,0,0,1,0,0,Satisfied but expensive,7,1,0,0,0,0,1,0,0,Strategic value,Component lifespan extension
UAE-0066,Tech_Forward_Carrier,Exploring,Fleet/Maintenance Manager,Independent MRO,11-30,2-5 years,Sharjah/Northern Emirates,Predictive (some AI),1-2,$500K-$2M,1456869,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,6,Cybersecurity,1,1,1,0,0,0,0,0,No preference,$3K-$8K,5648,Per-aircraft/year,Head of Maintenance/CAMO,1-3 months,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,5,4,Airbus narrow (A320),Aviation publication,4,1,2,5,4,1,1,0,0,0,0,1,0,Dissatisfied - poor accuracy,7,1,0,0,1,0,1,0,1,ROI not primary,Cost saved per aircraft/yr
UAE-0067,Tech_Forward_Carrier,Warm,MRO Engineer/Technician,Independent MRO,200+,11-20 years,Dubai,Predictive (some AI),1-2,$10M-$50M,30082952,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,9,Cybersecurity,1,0,1,1,0,0,0,0,Full cloud (SaaS),>$20K,25279,Fixed monthly SaaS,Procurement/Finance,1-3 months,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,3,6,Boeing narrow (B737),Industry event,4,2,1,5,4,1,1,0,1,0,0,0,0,Very satisfied,8,1,0,1,0,0,0,0,0,1.5x,Cost saved per aircraft/yr
UAE-0068,Tech_Forward_Carrier,Hot,C-Suite,Low-cost carrier,81-200,11-20 years,Other GCC,Condition-based,1-2,$10M-$50M,34422109,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,10,Legacy integration,1,0,1,0,1,0,0,0,Full cloud (SaaS),$8K-$20K,16556,Fixed monthly SaaS,IT/Digital lead,>12 months,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,6,Boeing narrow (B737),Aviation publication,4,2,3,4,4,1,1,0,0,1,1,0,0,Dissatisfied - poor accuracy,6,0,1,1,0,1,0,0,1,2x,Cost saved per aircraft/yr
UAE-0069,Tech_Forward_Carrier,Hot,MRO Engineer/Technician,Charter/private aviation,81-200,11-20 years,Abu Dhabi,Predictive (some AI),6-10,$10M-$50M,27248169,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,7,Cybersecurity,1,0,1,0,0,1,0,0,Hybrid,$8K-$20K,11673,Outcome-based,C-Suite,1-3 months,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,7,Boeing wide (B777/B787),Email invite,5,1,4,5,4,1,0,1,0,0,0,0,0,Dissatisfied - poor support,6,0,0,0,1,0,0,0,1,3x in 12 months,AOG reduction %
UAE-0070,Tech_Forward_Carrier,Warm,C-Suite,Commercial airline (full-service),31-80,6-10 years,Other GCC,Condition-based,0,$2M-$10M,6630278,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,8,High upfront cost,1,1,1,0,0,0,0,0,Full cloud (SaaS),$1K-$3K,2043,Per-aircraft/year,IT/Digital lead,6-12 months,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,8,6,Boeing narrow (B737),Word of mouth,5,1,2,5,4,1,1,1,0,0,0,0,0,Dissatisfied - hard to integrate,10,0,0,0,1,1,1,0,1,5x+,Dispatch reliability %
UAE-0071,Tech_Forward_Carrier,Hot,MRO Engineer/Technician,Independent MRO,81-200,6-10 years,Sharjah/Northern Emirates,Full predictive + digital twin,1-2,$10M-$50M,33184883,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,8,No barriers,1,1,1,0,0,0,0,0,Full cloud (SaaS),$1K-$3K,2227,Hardware lease + software,Procurement/Finance,1-3 months,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,9,Airbus narrow (A320),Word of mouth,3,1,2,4,4,0,1,0,0,0,1,0,1,No platform,8,1,1,1,1,0,1,0,0,2x,Unscheduled maintenance reduction
UAE-0072,Tech_Forward_Carrier,Exploring,Fleet/Maintenance Manager,Charter/private aviation,31-80,6-10 years,Abu Dhabi,Predictive (some AI),1-2,$2M-$10M,4798190,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,6,High upfront cost,1,1,1,0,0,0,0,0,On-premise,$3K-$8K,6104,Per-aircraft/year,C-Suite,3-6 months,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,7,5,Business jet/helicopter,Aviation publication,5,2,2,3,4,0,0,1,0,1,0,0,0,Very satisfied,8,0,0,1,1,1,0,0,0,3x in 12 months,Dispatch reliability %
UAE-0073,Tech_Forward_Carrier,Hot,Procurement/Finance,Independent MRO,31-80,<2 years,Other GCC,Predictive (some AI),3-5,$2M-$10M,6244420,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,7,High upfront cost,1,1,1,0,0,0,0,0,Full cloud (SaaS),$8K-$20K,11275,Hardware lease + software,Head of Maintenance/CAMO,<1 month,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,4,8,Airbus narrow (A320),Industry event,5,2,3,5,4,1,0,0,0,0,0,0,0,No platform,7,1,0,0,0,0,0,1,0,3x in 12 months,Component lifespan extension
UAE-0074,Tech_Forward_Carrier,Hot,IT/Digital Lead,Independent MRO,1-10,6-10 years,Dubai,Predictive (some AI),1-2,$10M-$50M,27919761,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,8,Regulatory concerns,1,1,1,0,0,0,0,0,Hybrid,>$20K,31181,Hardware lease + software,C-Suite,3-6 months,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,3,7,Airbus narrow (A320),LinkedIn/social media,5,1,2,4,5,0,1,1,1,0,1,0,0,No platform,8,0,1,0,1,0,1,0,0,5x+,AOG reduction %
UAE-0075,Tech_Forward_Carrier,Hot,Director/VP Operations,Commercial airline (full-service),31-80,20+ years,Dubai,Predictive (some AI),6-10,$2M-$10M,6928660,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,Legacy integration,1,0,1,0,1,0,0,0,Full cloud (SaaS),>$20K,29345,Fixed monthly SaaS,Head of Maintenance/CAMO,3-6 months,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,4,8,Boeing narrow (B737),Industry event,5,1,3,5,4,1,0,1,0,0,0,0,1,Very satisfied,7,0,1,1,0,0,1,0,0,2x,Cost saved per aircraft/yr
UAE-0076,Tech_Forward_Carrier,Exploring,MRO Engineer/Technician,Commercial airline (full-service),81-200,11-20 years,Other GCC,Scheduled/calendar,3-5,$2M-$10M,7308046,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,8,No barriers,1,1,0,0,1,0,0,0,On-premise,$3K-$8K,4982,Fixed monthly SaaS,C-Suite,1-3 months,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,5,4,Boeing wide (B777/B787),Industry event,3,1,2,4,4,0,0,0,1,0,0,0,0,Dissatisfied - hard to integrate,8,1,1,0,0,0,0,0,1,2x,AOG reduction %
UAE-0077,Tech_Forward_Carrier,Warm,MRO Engineer/Technician,Low-cost carrier,81-200,11-20 years,Dubai,Full predictive + digital twin,3-5,$2M-$10M,7395450,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,7,Cybersecurity,0,1,0,1,1,0,0,0,Full cloud (SaaS),$3K-$8K,6474,Pay-per-insight,Head of Maintenance/CAMO,3-6 months,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,4,6,Boeing narrow (B737),Aviation publication,5,1,3,4,4,1,1,0,1,1,0,0,0,Dissatisfied - poor accuracy,8,0,0,0,0,0,1,0,0,1.5x,Unscheduled maintenance reduction
UAE-0078,Tech_Forward_Carrier,Warm,Procurement/Finance,Low-cost carrier,81-200,6-10 years,Sharjah/Northern Emirates,Predictive (some AI),1-2,$10M-$50M,41048850,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,8,Legacy integration,1,1,1,0,0,0,0,0,Full cloud (SaaS),$8K-$20K,12661,Fixed monthly SaaS,Procurement/Finance,6-12 months,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,4,5,Airbus wide (A330/A350/A380),LinkedIn/social media,4,3,3,4,3,0,0,0,0,1,0,0,0,No platform,8,0,0,1,1,0,1,1,0,1.5x,Dispatch reliability %
UAE-0079,Tech_Forward_Carrier,Hot,Procurement/Finance,Commercial airline (full-service),11-30,11-20 years,Outside GCC,Predictive (some AI),10+,$500K-$2M,1146458,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,9,Legacy integration,0,0,0,0,1,0,0,1,Hybrid,$3K-$8K,5700,Outcome-based,C-Suite,1-3 months,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,10,Airbus narrow (A320),Aviation publication,5,1,2,5,4,0,1,1,0,0,0,0,0,Dissatisfied - poor accuracy,8,1,1,0,1,1,1,0,0,1.5x,Cost saved per aircraft/yr
UAE-0080,Tech_Forward_Carrier,Warm,Fleet/Maintenance Manager,Aircraft leasing,81-200,6-10 years,Outside GCC,Full predictive + digital twin,3-5,$10M-$50M,39045920,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,8,No barriers,1,1,1,0,0,0,0,0,Full cloud (SaaS),$8K-$20K,11988,Per-aircraft/year,Head of Maintenance/CAMO,6-12 months,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,2,5,Airbus narrow (A320),LinkedIn/social media,4,3,2,4,4,0,0,1,0,1,1,0,0,Dissatisfied - hard to integrate,9,1,0,1,1,0,0,0,0,2x,Unscheduled maintenance reduction
UAE-0081,Tech_Forward_Carrier,Hot,Director/VP Operations,Commercial airline (full-service),31-80,20+ years,Other GCC,Scheduled/calendar,3-5,$2M-$10M,8274239,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,8,No barriers,1,1,1,0,0,0,0,0,Full cloud (SaaS),$1K-$3K,1823,Per-aircraft/year,IT/Digital lead,<1 month,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,4,9,Boeing narrow (B737),LinkedIn/social media,5,2,2,5,5,1,1,0,1,0,0,0,0,Dissatisfied - hard to integrate,9,0,0,1,1,0,0,1,1,2x,Unscheduled maintenance reduction
